,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50711,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XI] Nel mezzo del cammin pasóme el pecho,,"Nel mezzo del cammin pasóme el pecho
la flecha de un amor intempestivo.
Que tuvo en el camino largo acecho
mostróme en lo certero el rayo vivo.

Así un imán que, al atraer, repele
(¡oh claros ojos de mirar furtivo!),
amor que asombra, aguija, halaga y duele,
y más se ofrece cuanto más esquivo.

Si un grano del pensar arder pudiera,
no en el amante, en el amor, sería
la más honda verdad lo que se viera;

y el espejo de amor se quebraría,
roto su encanto, y roto la pantera
de la lujuria el corazón tendría.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50712,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XI] Nel mezzo del cammin pasóme el pecho,[II bis],"Gracias, Petenera mía:
en tus ojos me he perdido;
era lo que yo quería.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50713,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",1,"Tengo dentro de un herbario
una tarde disecada,
lila, violeta y dorada.
Caprichos de solitario.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50714,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",2,"Y en la página siguiente,
los ojos de Guadalupe,
cuya color nunca supe.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50715,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",3,Y una frente…,CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50716,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",4,"Calidoscopio infantil.
Una damita, al piano.
Do, re, mi.
Otra se pinta al espejo
los labios de colorín.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50717,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",5,"Y rosas en un balcón
a la vuelta de una esquina,
calle de Válgame Dios.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50718,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",6,"Amores, por el atajo,
de los de «Vente conmigo».
...«Que vuelvas pronto, serrano».",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50719,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",7,"En el mar de la mujer
pocos naufragan de noche;
muchos, al amanecer.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50720,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",8,"Siempre que nos vemos
es cita para mañana.
Nunca nos encontraremos.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50721,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",9,"La plaza tiene una torre,
la torre tiene un balcón,
el balcón tiene una dama,
la dama una blanca flor.
Ha pasado un caballero
—¡quién sabe por qué pasó!—,
y se ha llevado la plaza,
con su torre y su balcón,
con su balcón y su dama,
su dama y su blanca flor.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50722,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",10,"Por la calle de mis celos
en veinte rejas con otro
hablando siempre te veo.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50723,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",11,"Malos sueños he.
Me despertaré.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50724,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",12,"Me despertarán
campanas del alba
que sonando están.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50725,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),"[XII] Consejos, coplas, apuntes",13,"Para tu ventana
un ramo de rosas me dio la mañana.
Por un laberinto, de calle en calleja,
buscando, he corrido, tu casa y tu reja.
Y en un laberinto me encuentro perdido
en esta mañana de mayo florido.
Dime dónde estás.
Vueltas y revueltas. Ya no puedo más.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50726,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XIII] En sueños se veía,,"En sueños se veía
reclinado en el pecho de su amada.
Gritó, en sueños: «¡Despierta, amada mía!»
Y él fue quien despertó; porque tenía
su propio corazón por almohada.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50727,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XIV] Confiamos,,"Confiamos
en que no será verdad
nada de lo que pensamos.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50728,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XV] Al gran cero,,"Cuando el Ser que se es hizo la nada
y reposó, que bien lo merecía,
ya tuvo el día noche, y compañía
tuvo el hombre en la ausencia de la amada.

Fiat umbral Brotó el pensar humano.
Y el huevo universal alzó, vacío,
ya sin color, desubstanciado y frío,
lleno de niebla ingrávida, en su mano.

Toma el cero integral, la hueca esfera,
que has de mirar, si lo has de ver, erguido.
Hoy que es espalda el lomo de tu fiera,

y es el milagro del no ser cumplido,
brinda, poeta, un canto de frontera
a la muerte, al silencio y al olvido.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50729,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[XVI] Al gran Pleno o Conciencia integral,,"Que en su estatua el alto Cero
—mármol frío,
ceño austero
y una mano en la mejilla—,
del gran remanso del río,
medite, eterno, en la orilla,
y haya gloria eternamente.
Y la lógica divina
que imagina,
pero nunca imagen miente
—no hay espejo; todo es fuente—,
diga: sea
cuanto es, y que se vea
cuanto ve. Quieto y activo
—mar y pez y anzuelo vivo,
todo el mar en cada gota,
todo el pez en cada huevo,
todo nuevo—,
lance unánime su nota.
Todo cambia y todo queda,
piensa todo,
y es a modo,
cuando corre, de moneda,
un sueño de mano en mano.
Tiene amor rosa y ortiga,
y la amapola y la espiga
le brotan del mismo grano.
Armonía;
todo canta en pleno día.
Borra las formas del cero,
torna a ver,
brotando de su venero,
las vivas aguas del ser.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50730,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[I],,"Maestro, en tu lecho yaces,
en paz con Ella o con El...
(¿Quién sabe de últimas paces,
don Abel?)

Si con Ella, bien colmada
la medida,
dice, quieta, en la almohada
tu noble cabeza hundida.
Si con Él, que todo sea
—donde sea— quieto y vivo,
el ojo en superlativo,
que mire, admire y se vea.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50731,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[I],,"Del juglar meditativo
quede el ínclito ideario
para el alba que aún no ríe;
y el muñeco estrafalario
del retablo desafíe
con su gesto al sol gregario.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50732,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[I],,"Hiedra y parra. Las paredes
de Jos huertos blancas son.
Por calles de Sal-Si-Puedes
brillan balcón y balcón.

Todavía, ¡oh don Abel!,
vibra la campanería
de la tarde, y un clavel
te guarda Rosa María.

Todavía
se oyen entre los cipreses
de tu huerto y laberinto
de tus calles —eses y eses,
trenzadas, de vino tinto—
tus pasos; y el mazo suena
que en la fragua de un instinto
blande la razón serena.

De tu logos variopinto,
nueva ratio,
queda el ancla en agua y viento,
buen cimiento
de tu lírico palacio.

Y cuajado en piedra el fuego
del amante,
(Amor bizco y Eros ciego)
brilla al sol como diamante.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50733,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[II],,"Borraste el ser; quedó la nada pura
Muéstrame, ¡oh Dios!, la portentosa mano
que hizo la sombra: la pizarra obscura
donde se escribe el pensamiento humano.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50734,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[III],,"Dijo Dios: Brote la nada.
Y alzó la mano derecha,
hasta ocultar su mirada.
Y quedó la nada hecha.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50735,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Juan de Mairena,[IV],,"Dicen que el hombre no es hombre
mientras que no oye su nombre
de labios de una mujer.
Puede ser.",CLXVIII,168,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50736,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Últimas lamentaciones de Abel Martín / (Cancionero apócrifo),,,"Hoy, con la primavera,
soñé que un fino cuerpo me seguía
cual dócil sombra. Era
mi cuerpo juvenil, el que subía
de tres en tres peldaños la escalera.

—Hola, galgo de ayer. (Su luz de acuario
trocaba el hondo espejo
por agria luz sobre un rincón de osario.)

—¿Tú conmigo, rapaz?
—Contigo, viejo.

Soñé la galería
al huerto de ciprés y limonero;
tibias palomas en la piedra fría,
en el cielo de añil rojo pandero,
y en la mágica angustia de la infancia
la vigilia del ángel más austero.

La ausencia y la distancia
volví a soñar con túnicas de aurora;
firme en el arco tenso la saeta
del mañana, la vista aterradora
de la llama prendida en la espoleta
de su granada.
¡Oh Tiempo, oh Todavía
preñado de inminencias!
tú me acompañas en la senda fría,
tejedor de esperanzas e impaciencias.",CLXIX,169,,,,,,,,,
50737,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Últimas lamentaciones de Abel Martín / (Cancionero apócrifo),,,"¡El tiempo y sus banderas desplegadas!
(¿Yo, capitán? Mas yo no voy contigo.)
¡Hacia lejanas torres soleadas
el perdurable asalto por castigo!",CLXIX,169,,,,,,,,,
50738,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Últimas lamentaciones de Abel Martín / (Cancionero apócrifo),,,"Hoy, como un día, en la ancha mar violeta
hunde el sueño su pétrea escalinata,
y hace camino la infantil goleta,
y le salta el delfín de bronce y plata.

La hazaña y la aventura
cercando un corazón entelerido...
Montes de piedra dura
—eco y eco— mi voz han repetido.

¡Oh, descansar en el azul del día
como descansa el águila en el viento,
sobre la sierra fría,
segura de sus alas y su aliento!

La augusta confianza
a ti, Naturaleza, y paz te pido,
mi tregua de temor y de esperanza,
un grano de alegría, un mar de olvido...",CLXIX,169,,,,,,,,,
50739,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,Siesta / En memoria de Abel Martín,,,"Mientras traza su curva el pez de fuego,
junto al ciprés, bajo el supremo añil,
y vuela en blanca piedra el niño ciego,
y en el olmo la copla de marfil
de la verde cigarra late y suena,
honremos al Señor
—la negra estampa de su mano buena—
que ha dictado el silencio en el clamor.

Al Dios de la distancia y de la ausencia,
del áncora en el mar, la plena mar...
El nos libra del mundo —omnipresencia—,
nos abre senda para caminar.

Con la copa de sombra bien colmada,
con este nunca lleno corazón,
honremos al Señor que hizo la Nada
y ha esculpido en la fe nuestra razón.",CLXX,170,,,,,,,,,
50740,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,I,,"¡Torreperogil!
¡Quién fuera una torre, torre del campo
del Guadalquivir!",CLXXI,171,,,,,,,,,
50741,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,II,,"Sol en los montes de Baza.
Mágina y su nube negra.
En el Aznaitín afila
su cuchillo la tormenta.",CLXXI,171,,,,,,,,,
50742,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,III,,"En Garciez
hay más sed que agua;
en Jimena, más agua que sed.",CLXXI,171,,,,,,,,,
50743,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,IV,,"¡Qué bien los nombres ponía
quien puso Sierra Morena
a esta serranía!",CLXXI,171,,,,,,,,,
50744,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,V,,"En Alicún se cantaba:
«Si la luna sale,
mejor entre los olivos
que en los espártales.»",CLXXI,171,,,,,,,,,
50745,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,VI,,"Y en la Sierra de Quesada:
«Vivo en pecado mortal:
no te debiera querer;
por eso te quiero más.»",CLXXI,171,,,,,,,,,
50746,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,A la manera de Juan de Mairena / Apuntes para una geografía emotiva de España,VII,,"Tiene una boca de fuego
y una cintura de azogue.
Nadie la bese.
Nadie la toque.

Cuando el látigo del viento
suena en el campo: ¡amapola!
(como llama que se apaga
o beso que no se logra)
su nombre pasa y se olvida.
Por eso nadie la nombra.

Lejos, por los espártales,
más allá de los olivos,
hacia las adelfas
y los tarayes del río,
con esta luna de la madrugada,
¡amazona gentil del campo frío!...",CLXXI,171,,,,,,,,,
50747,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,"(Abel Martín) — «Los complementarios»
(Cancionero apócrifo) - Recuerdos de sueño, fiebre y duermivela",I,,"Esta maldita fiebre
que todo me lo enreda,
siempre diciendo: ¡claro!
Dormido estás: despierta.
¡Masón, masón!

Las torres
bailando están en rueda.
Los gorriones pían
bajo la lluvia fresca.
¡Oh, claro, claro, claro!
Dormir es cosa vieja,
y el toro de la noche
bufando está a la puerta.
A tu ventana llego
con una rosa nueva,
con una estrella roja
y la garganta seca.
¡Oh, claro, claro, claro!
¿Velones? En Lucena.
¿Cuál de las tres? Son una
Lucía, Inés, Carmela;
y el limonero baila
con la encinilla negra.
¡Oh, claro, claro, claro!
Dormido estás. Alerta.
Mili, mili, en el viento;
glu-glu, glu-glu, en la arena.
Los tímpanos del alba,
¡qué bien repiquetean!
¡Oh, claro, claro, claro!",CLXXII,172,,,,,,,,,
50748,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,"(Abel Martín) — «Los complementarios»
(Cancionero apócrifo) - Recuerdos de sueño, fiebre y duermivela",II,,En la desnuda tierra…,CLXXII,172,,,,,,,,,
50749,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,"(Abel Martín) — «Los complementarios»
(Cancionero apócrifo) - Recuerdos de sueño, fiebre y duermivela",III,,"Era la tierra desnuda,
y un frío viento, de cara,
con nieve menuda.

Me eché a caminar
por una encinar de sombra:
la sombra de un encinar.
El sol las nubes rompía
con sus trompetas de plata.
La nieve ya no caía.

La vi un momento asomar
en las torres del olvido.
Quise y no pude gritar.",CLXXII,172,,,,,,,,,
50750,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,"(Abel Martín) — «Los complementarios»
(Cancionero apócrifo) - Recuerdos de sueño, fiebre y duermivela",IV,,"¡Oh, claro, claro, claro!
Ya están los centinelas
alertos. ¡Y esta fiebre
que todo me lo enreda!...
Pero a un hidalgo no
se ahorca; se degüella,
seor verdugo. ¿Duermes?
Masón, masón, despierta.
Nudillos infantiles
y voces de muñecas.",CLXXII,172,,,,,,,,,
50751,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),Cancionero apócrifo,"(Abel Martín) — «Los complementarios»
(Cancionero apócrifo) - Recuerdos de sueño, fiebre y duermivela",IV,,"¡Tan-tan! ¿Quién llama, di?
—¿Se ahorca a un inocente
en esta casa?
—Aquí
se ahorca, simplemente.",CLXXII,172,,,,,,,,,
